ds,yhat,yhat_lower,yhat_upper
2010-03-05,19601.013141685566,2851.6861220945425,35161.288281290974
2010-03-07,9525.8444489875,-7124.087416636312,25452.67305455432
2010-03-08,20754.405213309237,3902.540758646647,35923.072222471565
2010-03-09,23313.377160789838,7065.119983958818,39957.059278559645
2010-03-10,20571.399351649936,5433.431998239892,36445.96845733857
2010-03-11,27710.726983973072,12112.235590427992,43650.05192784609
2010-03-12,18070.721285675045,1567.9707235714661,33931.46132489256
2010-03-14,9126.253192625976,-5690.910688903033,25145.72885183647
2010-03-15,20977.450024773054,5838.889114907899,38579.05090758888
2010-03-16,24169.735379073893,8113.887924799414,41048.672412799555
2010-03-17,22050.689124229324,6216.788571479809,38875.455867283985
2010-03-18,29781.949862096837,13322.987306229186,45665.843857287975
2010-03-19,20683.33837078196,3548.358869719019,35996.76220911681
2010-03-21,12600.785211203585,-2882.817545106454,28185.173755552398
2010-03-22,24743.881452803296,8307.018465586332,41335.24826765416
2010-03-23,28121.14272721443,11802.789669845695,44187.31156918222
2010-03-24,26073.617445472293,9248.950237554855,41856.538901339794
2010-03-25,33759.96494387167,17790.691198382934,50545.49705937547
2010-03-26,24500.65862890167,7546.331357027938,40409.36796731478
2010-03-28,15769.849185530958,330.46268046006867,31760.00764395921
2010-03-29,27444.035182983484,11288.890751090326,43514.900110259936
2010-03-30,30273.324563469294,13641.06832844858,46956.273681207706
2010-03-31,27615.03528472851,11075.030627562477,42736.40264881555
2010-04-01,34646.05386021652,18539.7585451373,51337.39345412773
2010-04-06,27916.68949407727,11085.234896010403,43631.75301389159
2010-04-07,24754.668075242895,8278.462196076844,40817.584110171054
2010-04-08,31370.43186715257,15167.138031612954,47311.719928455
2010-04-09,21116.91347030071,4719.444754854451,37471.875001592045
2010-04-11,10744.899187343137,-5888.758187217185,25020.51591928813
2010-04-12,21822.647524642354,5492.998382406293,37055.996272339595
2010-04-13,24231.470017384996,8389.184841489578,40181.86579746951
2010-04-14,21342.291598502004,4809.567510134025,37687.84747039028
2010-04-15,28340.058697368724,12244.696817679593,44414.7983264676
2010-04-16,18567.149298015698,2370.2946568675447,34157.64524491962
2010-04-18,9395.954684418464,-6683.458378839216,24376.408263107674
2010-04-19,21160.073689103727,3749.4030461677717,36800.17914656931
2010-04-20,24287.19032623394,7778.29265886592,40336.01840054619
2010-04-21,22127.90751959908,6584.393266872666,38227.92582465064
2010-04-22,29846.530924715298,14394.633603060149,45517.292546908815
2010-04-23,20765.080915318693,3859.805296568819,38366.84025632865
2010-04-25,12812.120243204841,-3379.5922044370914,29029.088741475894
2010-04-26,25068.880964264015,8814.773043522548,41929.49907911399
2010-04-27,28591.955328679902,12129.18838480831,43972.2483667775
2010-04-28,26721.078442293085,10212.930783044001,43409.59354743569
2010-04-29,34612.79437775456,17903.27717343,50169.58258458687
2010-04-30,25584.678638616617,8933.408577639528,40874.80070676572
2010-05-02,17378.488598336255,367.27062838853493,34731.94451289297
2010-05-04,32457.9607572218,15912.9548285239,47111.81673691772
2010-05-05,30093.273567183256,13776.945912064182,46519.36821445924
2010-05-06,37413.71534244332,20782.013218624747,54548.1006215303
2010-05-07,27753.298749894813,12345.862911193615,42650.12996119306
2010-05-09,18172.628200168616,1504.244095856503,32745.548603346444
2010-05-10,29427.536918754344,14560.624824319377,45522.24907167954
2010-05-11,31860.34209293394,15126.519359713126,48363.505403598065
2010-05-12,28841.476366164596,12760.190081817902,45050.020012111316
2010-05-13,35559.5140894039,18826.51120256787,50836.27535080152
2010-05-14,25364.453434945895,9944.496197403283,41569.935709359124
2010-05-16,14970.576480770382,-908.6666559414391,29427.510020107333
2010-05-17,25966.671154803375,9602.47761973424,42035.379201923635
2010-05-18,28247.38701376639,13665.844256824523,44615.97947089666
2010-05-19,25185.338602086835,9835.38079404881,42140.32974676328
2010-05-20,31968.04748763789,14572.532875845167,47878.61888260987
2010-05-21,21941.285402455036,6923.651377010139,37462.92267103493
2010-05-23,12163.129177806555,-3787.1068237389877,28189.860989357105
2010-05-24,23584.14914085665,7497.821800597003,40913.28368483005
2010-05-25,26349.140769595488,9806.635266495961,42326.301923948165
2010-05-26,23814.57628585436,8028.37346763608,39543.0448938378
2010-05-27,31150.723010506565,15855.470942286263,47852.162661620656
2010-05-28,21685.511598611098,4189.737496000548,36810.05600652156
2010-05-30,12983.724449858237,-3509.980527569174,29150.947472074797
2010-06-01,28073.28259842097,11487.031373909787,44396.10383035742
2010-06-02,25889.767477910824,10644.34076053718,42158.11512151854
2010-06-03,33494.7883277723,17474.404774751,49284.36947287119
2010-06-04,24208.17662828967,7958.012855690329,40449.49534018162
2010-06-06,15574.596512004791,-1026.5596925796679,31367.76567813443
2010-06-07,27364.587825487462,10927.802662778116,43180.05751712706
2010-06-08,30346.481545293624,13800.519678004084,46628.94791596547
2010-06-09,27870.21076730352,13283.033024936638,44778.73666558869
2010-06-10,35104.404734165495,19317.744309121128,50485.46028232872
2010-06-11,25380.266019839968,9019.795797408757,40575.555645226996
2010-06-13,15726.366164664516,-684.8144005862093,31567.836524948994
2010-06-14,26964.366632093817,11948.522010956578,43165.96850668302
2010-06-15,29388.226906614826,14288.685338673991,45864.53658126831
2010-06-16,26364.501343654036,10556.694045146864,42122.82643960465
2010-06-17,33078.03068090037,18627.63003623645,48009.62208890548
2010-06-18,22875.33615758747,6462.666098379671,38749.22525315671
2010-06-20,12444.794296048944,-4530.959846932879,29415.16424410955
2010-06-21,23407.048585167162,6340.773095706435,39411.96011043179
2010-06-22,25641.316474166248,9856.570989722644,42988.96696633993
2010-06-23,22519.286727407085,4431.9598312936005,38143.100135411456
2010-06-24,29228.209095795755,12761.403050994377,45284.91353874536
2010-06-25,19114.24355230228,3265.1614340423976,35469.27622099735
2010-06-27,9126.191704325463,-7729.199418680818,26952.467602756653
2010-06-28,20428.39891126814,4926.60036394779,36516.62022432302
2010-06-29,23068.81190918864,7117.523051946298,39293.08682520161
2010-06-30,20407.074309697222,3951.8636800494023,36483.59461251513
2010-07-01,27616.975459543813,10918.937290868944,43479.858474733635
2010-07-02,18030.22518959873,2284.5538021960383,33600.08469942734
2010-07-04,9115.284570418882,-7212.947303590107,25116.66888875103
2010-07-05,20933.646241373033,5094.6441537347355,36718.09010091392
2010-07-06,24057.871442736425,8049.2875666488235,40397.14850777328
2010-07-07,21834.99722707826,5712.332985287063,37691.649060133524
2010-07-08,29427.81859079154,12828.054672193006,45892.57540771699
2010-07-09,20158.978818494415,3478.58850456961,35221.06806158208
2010-07-11,11659.642426371207,-3576.7432820503295,27890.88716825014
2010-07-12,23569.10885108017,8826.536208084215,40477.79542374825
2010-07-13,26706.380752187997,10610.667392459769,43152.36344547788
2010-07-14,24421.358672599617,7558.789119964841,39681.84094728301
2010-07-15,31882.006116041415,15331.417353555093,48633.5553239926
2010-07-16,22418.236729045486,6183.399333512073,38989.776957161775
2010-07-18,13378.697531674628,-1680.2206535012958,30320.88226147059
2010-07-19,24965.25338651342,8714.382905326445,41135.3699098581
2010-07-20,27760.809807327558,12587.090564263812,43383.1646775369
2010-07-21,25128.06150130866,9908.063291018627,40723.87416002077
2010-07-22,32247.644953414543,16437.15720578783,47886.74806269948
2010-07-23,22461.602027703047,6930.798598393224,38747.38801971257
2010-07-25,12877.294820363793,-2947.1971995333124,28768.603816368493
2010-07-26,24259.44770365748,9244.950378131778,41238.258572333536
2010-07-27,26904.9855594537,11097.622761232267,42379.36626723533
2010-07-28,24180.818247756433,8576.872756748153,40648.44444170612
2010-07-29,31269.560930520252,15400.016074844525,47930.42119597779
2010-07-30,21512.943257241517,5097.409544565282,36290.92074340351
2010-08-01,12155.796490616447,-2576.9496222869284,28311.759857001503
2010-08-02,23724.194150543346,7319.041219715712,40070.85901792296
2010-08-03,26593.67726707478,10377.143423286743,42643.38947808764
2010-08-04,24121.210144078745,8812.401208014218,39545.795990419705
2010-08-05,31478.364911338907,16218.266033764987,48199.76682637263
2010-08-06,21995.123154409335,6668.269310821506,40149.92860041677
2010-08-08,13151.630820120648,-3969.748271193566,28778.91062894452
2010-08-09,24937.110584672297,8986.953723156845,40890.75585387028
2010-08-10,27983.094805028944,11746.360478234894,43096.22318324826
2010-08-11,25637.615504687165,10181.419618124897,41003.245683215304
2010-08-12,33065.040721571626,17611.376459854506,49466.334359443026
2010-08-13,23590.168610689547,7974.193672883372,39599.76387102681
2010-08-15,14568.384601662601,-112.71150883485569,31150.524224673507
2010-08-16,26168.63534547914,10610.99683045396,41787.85418870843
2010-08-17,28970.432238833848,13311.527091398066,44764.90346008634
2010-08-18,26328.652160757505,9381.246637571634,41904.623271699056
2010-08-19,33416.74426974465,18890.605248463628,49584.6467965421
2010-08-20,23570.58301968968,6368.146147553104,39350.18300991999
2010-08-22,13762.706302083106,-2251.3541971150817,30247.270744219197
2010-08-23,24977.187746286814,8575.05918835204,41263.76468443393
2010-08-24,27418.44520792902,12170.482733105358,44275.065260467636
2010-08-25,24456.692010118226,8416.179669412491,40643.93724879696
2010-08-26,31280.165796539033,15511.45966079229,46729.92775780594
2010-08-27,21238.494432158837,4617.959111834414,37238.32349171105
2010-08-29,11294.001446409986,-4971.629337964548,27182.787250622434
2010-08-31,25209.270168063977,9868.46823736476,40997.7573701804
2010-09-01,22537.405796347437,5895.919391799233,38473.192760284255
2010-09-02,29757.82716342375,13258.308927091468,45248.036513074265
2010-09-03,20216.52315127892,3804.0569270096425,36408.50642185823
2010-09-05,11553.095995310052,-4300.709277495534,28606.82379945327
2010-09-06,23603.26742905344,7441.220042245119,39927.26589630391
2010-09-07,27044.72354986633,9953.722771300547,43897.728032674044
2010-09-08,25233.02828974437,8364.951909497557,41007.340971129044
2010-09-09,33337.02370050289,18117.376311976597,49201.933605934224
2010-09-10,24682.609514130494,9399.973983379501,40586.002447398154
2010-09-12,17719.674166909397,2409.256879033205,33859.49724281948
2010-09-13,30542.086142802185,14988.626937360501,46273.33103370226
2010-09-14,34677.518142792775,18571.02425575097,49925.76448161675
2010-09-15,33463.65589739771,17486.173743242824,49288.65366304606
2010-09-16,42053.53804266053,26045.042984143078,58669.9727868863
2010-09-17,33759.79444327681,17154.514402581586,49556.672668756495
2010-09-19,27104.417792434877,11473.875101237749,42523.900801769414
2010-09-20,39862.97925054627,23450.800974590464,56251.17242745288
2010-09-21,43788.22541278807,27195.21667087959,60187.700227227026
2010-09-22,42221.43565641371,26533.751269610642,57959.8305037161
2010-09-23,50322.80314409909,35244.23277959209,67221.85454015473
2010-09-24,41415.503441440895,24209.121034423246,56850.14031601406
2010-09-26,33215.34708461733,17094.257804694233,49472.37467251212
2010-09-27,45077.90859968292,28326.627830702342,60883.93039722729
2010-09-28,48051.62722400501,31961.347353435027,63071.03260921327
2010-09-29,45499.68608731244,29379.433742742913,62414.57377474701
2010-09-30,52604.87692220087,36055.76867923505,67504.2119952759
2010-10-01,42713.05838463455,27032.43134107504,58477.56541953512
2010-10-03,32666.33027280875,17176.073612878085,48249.744417459304
2010-10-04,43707.20402392261,27008.549094398342,60317.072757090136
2010-10-05,45950.541044067715,28822.945789651647,62775.80898318936
2010-10-06,42773.99215621988,27141.618774661987,58625.04402515804
2010-10-07,49371.7806040383,33856.43426181224,65274.625222587616
2010-10-08,39097.87323132026,21011.22127326061,54841.09727557022
2010-10-10,28677.683797672344,12971.269473710267,44294.13972085618
2010-10-11,39725.58481725913,24097.855118524858,56228.51026194776
2010-10-12,42098.20009482949,24594.667206851667,57568.7614738747
2010-10-13,39163.8817186674,23363.998279400337,54691.91262154045
2010-10-14,46104.628419648856,28448.917271234597,61552.75369916625
2010-10-15,36259.65779278484,19785.69060613842,52364.45852522034
2010-10-17,26886.558511728974,11058.056808232102,42982.13002366512
2010-10-18,38515.03281247346,21002.598694426768,54569.542933757
2010-10-19,41480.21529450073,25588.597194955615,57520.85778775987
2010-10-20,39131.11876891393,23426.497342530485,55234.60349390675
2010-10-21,46631.264267966544,31683.131424273175,63013.93026838822
2010-10-22,37302.82045559328,19929.80206567082,53267.5239480157
2010-10-24,28776.1674874819,12918.358544955736,44774.79155650664
2010-10-25,40711.96461008288,24571.835509539556,57486.747503036975
2010-10-26,43897.07800070979,27178.59554399125,58848.81622984216
2010-10-27,41676.97181933827,25611.67321408343,57548.994878702935
2010-10-28,49214.983445954604,34115.95380773969,66110.1413767882
2010-10-29,39836.44536992104,23782.186528187427,55082.940103021785
2010-10-31,30974.260923095684,14477.95550896562,46427.156393655
2010-11-01,42646.04589647997,26266.96682242369,58486.69600070454
2010-11-02,45521.294705551474,30558.045982563595,61395.75188467412
2010-11-03,42961.52802289276,26966.97682056084,59473.650519154064
2010-11-04,50147.347254968045,33905.972943812034,65294.51814420174
2010-11-05,40421.959493301016,24604.269552545407,56768.11845681926
2010-11-07,30952.907853663994,14957.210615946344,47496.058939859526
2010-11-08,42397.850778714375,26106.86053698672,58875.136607613334
2010-11-09,45116.74637379845,28723.581271787345,59838.22179688568
2010-11-10,42482.839814296494,25763.90206868374,59807.41475147962
2010-11-11,49685.60414477218,34684.36563065943,65531.795103603545
2010-11-12,40073.87980563859,23226.486001573852,56488.65387660339
2010-11-14,31127.023631733315,15470.095062017806,45407.39768959683
2010-11-15,42973.51204063292,26951.629843718056,59606.779015244625
2010-11-16,46176.67928399295,31024.760982185933,60561.79813867923
2010-11-17,44097.09801845185,28193.3580533892,59382.02312599172
2010-11-18,51908.29120483688,35388.07888555573,68244.57183183634
2010-11-19,42940.264076942505,26618.91653707242,58746.145564001126
2010-11-21,35299.87683449719,18511.703759140575,51621.47950516431
2010-11-22,47761.881035673156,31744.654976401976,63744.01062952355
2010-11-23,51522.670241604465,35789.997812553986,67464.49483442285
2010-11-24,49918.407712947504,33155.47073710422,65978.39822593963
2010-11-25,58099.22122007757,41666.87299842794,74793.48796829798
2010-11-26,49373.47137752321,33296.35447381753,65494.490343465026
2010-11-28,41761.96136557753,26784.44698645338,59127.91657992656
2010-11-29,53982.09166337979,37896.297869631824,67799.89786332092
2010-11-30,57317.786080707876,40990.670889103785,74211.73128374731
2010-12-01,55101.554368946854,39253.69899532249,70630.60422349231
2010-12-02,62484.696622447664,46380.17715925543,78596.5470897392
2010-12-03,52781.70720137423,35728.975292406874,69127.64581807643
2010-12-05,42726.221208902825,26859.325352397107,59148.664166620314
2010-12-06,53516.009145262564,37282.31026797855,69772.18700953774
2010-12-07,55313.90439825901,39931.296653104124,70600.01471992726
2010-12-08,51480.66160507832,35854.87507270358,68212.27847937496
2010-12-09,57198.81423940093,41884.32749482151,73511.91204407802
2010-12-10,45816.35037570707,29976.09119334755,61903.549243280286
2010-12-12,32498.864647015413,17019.008870499845,48565.237683117484
2010-12-13,41776.940101874985,25794.488436419066,57182.910368337165
2010-12-14,42188.47809297762,27732.053899751627,57579.45914879116
2010-12-15,37126.243450242255,22142.026174458744,52679.04727682799
2010-12-16,41801.873454756234,26941.482231263417,57609.592700004505
2010-12-17,29588.776624879858,14176.02177385401,46454.513305537344
2010-12-19,15324.910451858137,-639.747060899708,30219.19617365016
2010-12-20,24513.971570109214,9208.603538216517,40696.469111306644
2010-12-21,25101.052226557564,9102.61895924581,41200.88198707329
2010-12-22,20477.856745378536,4420.724894566093,36333.42541091349
2010-12-23,25848.975541966574,10976.156683519672,42009.5717889349
2011-01-04,19094.44416998773,2208.465101170221,35261.06634486886
2011-01-05,17701.581133860054,1372.2360263004725,34375.142573309415
2011-01-06,26185.50735234219,10455.550890683802,41521.40678132358
2011-01-07,17843.90845748916,2550.5874343720984,34234.224297006826
2011-01-09,11207.325818763435,-4822.364372773998,27016.70502173829
2011-01-10,24003.658616518594,8064.547695394921,39764.24177203648
2011-01-11,27967.655273071145,11804.361702132162,44350.90856627256
2011-01-12,26428.551462922267,11253.045649981137,42260.58219608034
2011-01-13,34535.91090781966,18405.46878710737,49867.93299448859
2011-01-14,25603.884428109537,9500.360893656187,40854.395016611175
2011-01-16,17234.86586696918,2314.2409688611688,32926.77550285704
2011-01-17,28944.33455774516,12966.049429524019,44466.547319785976
2011-01-18,31716.37929959968,15926.934118582496,46997.97041393553
2011-01-19,28914.410090845944,12594.525933898047,44304.67009561336
2011-01-20,35723.21595294372,19344.18971323918,51125.085702647215
2011-01-21,25492.297300944745,9527.488848326204,41800.22094885151
2011-01-23,14661.015775103546,-2012.8423374094973,30638.781226532003
2011-01-24,25270.346285278218,9926.734999939417,40572.47974042552
2011-01-25,27066.794364949477,11773.652195389135,43057.52046255035
2011-01-26,23436.939136773166,7349.658969919304,38388.278414944194
2011-01-27,29584.272382511663,12372.011620237992,46090.90480837349
2011-01-28,18872.115606212108,2384.1005823663177,33749.021555538566
2011-01-30,7648.412991552506,-7797.041152125403,22916.70284714538
2011-01-31,18348.011864130087,2709.0876981605925,32869.252361285304
2011-02-01,20418.03076282749,4040.0594592281063,37267.833609251364
2011-02-02,17233.167070477226,1681.4939966701668,33431.85385261302
2011-02-03,23980.613730556328,7486.614561812273,39451.364705798034
2011-02-04,14003.510853375486,-2491.970143388611,29979.026125071647
2011-02-06,4558.477250985794,-12405.96164906768,21846.10596670771
2011-02-07,16248.012977456106,1127.0253324711966,32272.05548363791
2011-02-08,19337.088944955925,3226.4529345477713,35409.23422268666
2011-02-09,17171.578570846716,959.991530287131,34086.34001695816
2011-02-10,24910.528381094457,8536.51181666497,41453.233418112075
2011-02-11,15870.389578630558,-578.7391150843738,31191.38996750148
2011-02-13,8040.4817469581085,-8331.120335459571,24390.230739229155
2011-02-14,20368.216106144617,4483.787472672396,37075.080407776695
2011-02-15,23962.08600146451,7894.1396334056335,38549.159237256885
2011-02-16,22157.736428554283,7073.222608459752,39012.98463675051
2011-02-17,30108.388705056885,15138.986925763382,45740.370731248964
2011-02-18,21129.15457975817,5739.920006017652,38065.41225546507
2011-02-20,12985.317913696425,-2379.5890901559956,30083.138609354664
2011-02-21,24956.905435171673,10115.14573751294,41678.109307732426
2011-02-22,28080.50073783021,12206.53071145942,43549.677694794984
2011-02-23,25709.68831601622,9529.819679647815,41877.00375739099
2011-02-24,33018.097316676736,16412.126055762667,47663.385067347626
2011-02-25,23343.066040976362,7977.687330877627,38305.72848707186
2011-02-27,13740.789533224843,-2480.6436479261974,30660.50263971603
2011-02-28,24996.945965336334,8823.399922590448,41525.21819706212
2011-03-01,27444.569147307484,10869.21667987607,43332.715690294244
2011-03-02,24458.010439451693,8936.282910237036,40722.29523400174
2011-03-03,31229.403494623482,16643.520309723815,47245.14953165524
2011-03-04,21111.79597972634,6017.662899103935,36899.10347479738
2011-03-06,10954.03683314085,-4254.496804120588,26481.14288458404
2011-03-07,22111.32922663807,6177.482975493773,36876.476345889096
2011-03-08,24582.27658587397,8330.101473171691,39772.03576665356
2011-03-09,21738.59048818813,5861.546877965405,37340.57284568921
2011-03-10,28766.004705495623,13008.05804886335,44337.015982026
2011-03-11,19007.654224126283,2828.1827744889147,35571.762684391004
2011-03-13,9823.05649967335,-6886.140722124986,26692.518775702996
2011-03-14,21560.40486461412,6024.3632639062525,36496.058016118484
2011-03-15,24648.0386148538,7997.370002794063,39441.51985156209
2011-03-16,22436.973928574094,6267.142571286612,38933.26535394736
2011-03-17,30091.876311565342,14623.543782652832,46071.861533960946
2011-03-18,20935.093049255913,4474.722236201487,36408.58605335892
2011-03-20,12797.926281752654,-2711.4545155848614,30233.072682020847
2011-03-21,24946.545034490344,8215.221261299877,42318.41570230161
2011-03-22,28351.38866348743,11218.263731085424,44386.266709649826
2011-03-23,26352.778535356523,10534.504850897585,42093.11276257973
2011-03-24,34107.98830876489,18449.882067925577,51185.121880624516
2011-03-25,24935.483782097643,9795.467085732613,40995.45364765213
2011-03-27,16421.380674129665,-1126.3798179395571,32497.836605917182
2011-03-28,28219.016312969306,11130.166112626648,44115.30420056636
2011-03-29,31176.981910751398,15591.06802318746,47760.461929521545
2011-03-30,28648.7303407261,12330.206510347594,43181.05262029613
2011-03-31,35807.232723590234,19962.7498030037,52419.609865659404
2011-04-01,25988.745051634596,10494.909167300753,42466.426036299046
2011-04-03,16113.144842993675,-563.5317802067707,33445.73776621834
2011-04-04,27236.201616731418,10937.513431674246,43772.21707373912
2011-04-05,29550.947744107536,14609.237724529137,44630.269097512806
2011-04-06,26430.31532137524,10544.305509189675,42785.078993682015
2011-04-07,33065.28445554756,16670.756417409724,48581.847313492624
2011-04-08,22808.111898816045,8148.9148081042495,39836.280615127194
2011-04-10,12360.864388352938,-3348.1880627817795,29572.048315611635
2011-04-11,23369.01750964696,7793.82640194143,39162.50537828702
2011-04-12,25689.293013933293,9998.057399145158,41721.05015115095
2011-04-13,22695.09754207255,6894.619184383128,38734.1788259352
2011-04-14,29574.339027728292,13865.633489367248,46452.263012273645
2011-04-15,19672.82441956632,3981.2594062852695,35376.11224439762
2011-04-17,10228.728825986811,-6014.074463969312,26386.687587433724
2011-04-18,21856.292028040254,5379.344559358975,37316.186292442326
2011-04-19,24851.951550105572,7995.782059749825,41473.617810780095
2011-04-20,22570.024168440865,7778.298811817022,38231.178786442455
2011-04-21,30178.26908889625,13573.959802474432,46119.083961115844
2011-04-26,28646.92037370969,12353.799928990307,44313.01334622425
2011-04-27,26786.255936795173,11081.661017738008,43990.94261306125
2011-04-28,34710.64804696202,17906.33375107978,51948.240823444175
2011-05-01,17695.953470307948,1218.3846632279026,34510.15921729726
2011-05-03,33000.37929209305,17442.140980076125,48150.58340700599
2011-05-04,30762.62319458461,15288.314104054441,47844.54367518335
2011-05-05,38214.90441263154,22043.427315662997,53825.899536027835
2011-05-06,28687.530056398555,13043.587702287543,46130.31348843779
2011-05-08,19361.8498311242,3640.92675311899,35787.134189810036
2011-05-09,30731.73532348356,14435.994513948182,46752.41656881119
2011-05-10,33266.978516605916,17699.589882189215,48577.25278388447
2011-05-11,30335.343662755593,15181.765527017624,46143.42105271428
2011-05-12,37123.2101583124,20948.954529283037,52904.16517382931
2011-05-13,26978.914978756973,10776.835070557772,42878.397930655796
2011-05-15,16625.65037706699,1013.7519476201774,33259.79865164317
2011-05-16,27611.24775173864,10675.944714748446,44378.62717268553
2011-05-17,29861.713756089594,12343.015720527463,46454.028388480365
2011-05-18,26750.977527396022,11631.588706369586,42467.49938506369
2011-05-19,33468.40733714633,17286.848362468536,50067.815258987604
2011-05-20,23362.094051667635,7851.236205171737,40293.38604870743
2011-05-22,13393.206984689816,-2292.7305938369527,29375.622268111816
2011-05-23,24709.33464062452,8833.141933223642,40365.33966981158
2011-05-24,27367.544173813905,11317.06819661548,43244.18625603887
2011-05-25,24727.704820564435,8172.327464596003,39988.80532602549
2011-05-26,31963.399477449944,15636.63991265716,47088.81398113462
2011-05-27,22405.694390185112,7088.074702951007,38118.99743773617
2011-05-29,13553.891985891336,-1812.174942147834,29502.759547593705
2011-05-31,28554.580057532217,12479.857505248652,44494.59824131854
2011-06-01,26353.191543518922,10629.871232320378,42504.68296701455
2011-06-02,33958.90353637085,19376.343903759636,49725.58852373031
2011-06-03,24691.481543928978,8708.05868278454,41689.39167703912
2011-06-05,16148.723945623653,-897.222560457355,31937.445553807444
2011-06-06,28007.513552168108,12370.759697846419,44485.97916951514
2011-06-07,31071.128540225694,13912.503297934567,46222.344546331595
2011-06-08,28687.01076215217,12258.713132052844,44360.41734570462
